api_id,EFI vs Manual,EFI_Indicator_ID,CLIAR_ID,var_api,Indicator,variable,var_level,family_var,family_name,Status,Included in new version,Benchmarked CTF,new_family_name,reason for change,data_source,processing,description,To Invert,source,data_EFI_ID,version,FLAGGED,Check Source Result
3323,Manual,,OECD_PMR_2018_3_3,Complexity of regulatory procedures,Complexity of regulatory procedures,complexity_procedures,indicator,vars_mkt,Business environment and trade ,Maintained,Yes,Yes,Business Environment and Trade Institutions,the last data is of 2018. Maintained but with big caveats** and can be removed,,,"Simple average of two components: (i) Use of one-stop-shops and the silence is consent rule for issuing licenses and accepting notifications, (ii) The governments communication strategy and efforts to reduce and simplify the administrative burden of interacting with the government.",Yes,OECD Product Market Regulation Database,OECDWBG.PMR,GBID 1.0,,
,Manual,,WDI_SECOMDURS,"Compulsory education, duration (years)","Compulsory education, duration (years)",,indicator,,,New addition,Yes,No,Service Delivery Institutions,,,,Duration of compulsory education is the number of years that children are legally obliged to attend school.,,WDI,,,,
,EFI,WJP.ROL.1,WJP_ROL_1,Constraints on Gov. Powers,Constraints on Gov. Powers,f1_govpowers,indicator,vars_pol,Political ,Maintained,Yes,Yes,Political Institutions,,original,,Government powers are effectively limited by the legislature; Government powers are effectively limited by the judiciary; Government powers are effectively limited by independent auditing and review; Government officials are sanctioned for misconduct; Government powers are subject to non-governmental checks; Transition of power is subject to the law.,,"World Justice Project, Rule of Law",WJP.ROL,GBID 1.0,,
New indicator,EFI,WB.GTMI.CGSI,WB_GTMI_CGSI,Core Government Systems Index (CGSI),Core Government Systems Index (CGSI),NA,indicator,NA,NA,New addition,Yes,Yes,Digital and Data Institutions,,NA,NA,"The Core Government Systems Index (17 indicators) captures the key aspects of a whole-of-government approach, including government cloud, interoperability framework and other platforms.",,GTMI,,,,
,Manual,,WDI_per_si_allsicov_pop_tot,Coverage of social insurance programs (% of population),Coverage of social insurance programs (% of population),,,,,Removed,,?,Service Delivery Institutions,,,,"Coverage of social insurance programs shows the percentage of population participating in programs that provide old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.",,WDI,,,"this is a repeat from Aspire, we just need one indicator on adquacy and one on coverage",
,Manual,,WDI_per_si_allsicov_q1_tot,Coverage of social insurance programs in poorest quintile (% of population),Coverage of social insurance programs in poorest quintile (% of population),,,,,Removed,,?,Service Delivery Institutions,,,,"Coverage of social insurance programs shows the percentage of population participating in programs that provide old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.",,WDI,,,"this is a repeat from Aspire, we just need one indicator on adquacy and one on coverage",
,Manual,,WDI_per_allspcov_pop_tot,Coverage of social protection and labor programs (% of population),Coverage of social protection and labor programs (% of population),,,,,Removed,,?,Service Delivery Institutions,,,,"Coverage of social protection and labor programs (SPL) shows the percentage of population participating in social insurance, social safety net, and unemployment benefits and active labor market programs. Estimates include both direct and indirect beneficiaries.",,WDI,,,"this is a repeat from Aspire, we just need one indicator on adquacy and one on coverage",
,Manual,,WDI_per_sa_allsacov_q1_tot,Coverage of social safety net programs in poorest quintile (% of population),Coverage of social safety net programs in poorest quintile (% of population),,,,,Removed,,?,Service Delivery Institutions,,,,"Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",,WDI,,,"this is a repeat from Aspire, we just need one indicator on adquacy and one on coverage",
,Manual,,WDI_IQCPAHRESXQ,CPIA building human resources rating (1=low to 6=high),CPIA building human resources rating (1=low to 6=high),,indicator,,,,Yes,No,,,,,"Building human resources assesses the national policies and public and private sector service delivery that affect the access to and quality of health and education services, including prevention and treatment of HIV/AIDS, tuberculosis, and malaria.",,WDI,,,,
,Manual,,WDI_IQCPABREGXQ,CPIA business regulatory environment rating (1=low to 6=high),CPIA business regulatory environment rating (1=low to 6=high),,indicator,,,,Yes,No,,,,,"Business regulatory environment assesses the extent to which the legal, regulatory, and policy environments help or hinder private businesses in investing, creating jobs, and becoming more productive.",,WDI,,,,
,Manual,,WDI_IQCPADEBTXQ,CPIA debt policy rating (1=low to 6=high),CPIA debt policy rating (1=low to 6=high),,indicator,,,,Yes,No,,,,,Debt policy assesses whether the debt management strategy is conducive to minimizing budgetary risks and ensuring long-term debt sustainability.,,WDI,,,,
,Manual,,WDI_IQCPAECONXQ,CPIA economic management cluster average (1=low to 6=high),CPIA economic management cluster average (1=low to 6=high),,indicator,,,,Yes,No,,,,,"The economic management cluster includes macroeconomic management, fiscal policy, and debt policy.",,WDI,,,,
